EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,refined_Activity
114725,C12704_r0,2025-01-16 04:54:48,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114635,C12692_r0,2025-01-16 04:54:48,Reject submission,1,927,154.70303707286905,Head Manager Assistant,Reject submission_0
114770,C12710_r0,2025-01-16 04:54:48,Check document,2,120,30.0,Clerk,Check document_0
114678,C12697_r0,2025-01-16 04:54:48,Complete process,0,0,0.0,System,Complete process_0
114662,C12695_r0,2025-01-16 04:54:48,Reject submission,3,966,190.918268806934,Head Manager Assistant,Reject submission_0
114696,C12700_r0,2025-01-16 04:54:49,Complete process,0,0,0.0,System,Complete process_0
114663,C12695_r0,2025-01-16 04:54:49,Complete process,0,0,0.0,System,Complete process_0
114742,C12706_r0,2025-01-16 04:54:49,Review submission,8,850,100.0,Reviewer,Review submission_0
114771,C12710_r0,2025-01-16 04:54:49,Submit application,2,100,38.0,Junior Staff,Submit application_1
114750,C12707_r0,2025-01-16 04:54:49,Submit application,2,100,38.0,Junior Staff,Submit application_1
114765,C12709_r0,2025-01-16 04:54:49,Submit application,2,100,38.0,Junior Staff,Submit application_1
114799,C12714_r0,2025-01-16 04:54:49,Start process,5,10,10.0,System,Start process_0
114808,C12715_r0,2025-01-16 04:54:50,Start process,5,10,10.0,System,Start process_0
114726,C12704_r0,2025-01-16 04:54:50,Revise document,8,932,182.0,Supervisor,Revise document_0
114653,C12694_r0,2025-01-16 04:54:50,Reject submission,2,916,195.8818904475194,Head Manager Assistant,Reject submission_0
114684,C12698_r0,2025-01-16 04:54:50,Complete process,0,0,0.0,System,Complete process_0
114800,C12714_r0,2025-01-16 04:54:50,Check document,2,120,30.0,Clerk,Check document_0
114636,C12692_r0,2025-01-16 04:54:50,Complete process,0,0,0.0,System,Complete process_0
114788,C12712_r0,2025-01-16 04:54:50,Check document,2,120,30.0,Clerk,Check document_0
114794,C12713_r0,2025-01-16 04:54:50,Check document,2,120,30.0,Clerk,Check document_0
114701,C12701_r0,2025-01-16 04:54:50,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114772,C12710_r0,2025-01-16 04:54:51,Review submission,8,850,100.0,Reviewer,Review submission_0
114780,C12711_r0,2025-01-16 04:54:51,Submit application,2,100,38.0,Junior Staff,Submit application_1
114759,C12708_r0,2025-01-16 04:54:51,Submit application,2,100,38.0,Junior Staff,Submit application_1
114817,C12716_r0,2025-01-16 04:54:51,Start process,5,10,10.0,System,Start process_0
114734,C12705_r0,2025-01-16 04:54:51,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114743,C12706_r0,2025-01-16 04:54:52,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114826,C12717_r0,2025-01-16 04:54:52,Start process,5,10,10.0,System,Start process_0
114795,C12713_r0,2025-01-16 04:54:52,Submit application,2,100,38.0,Junior Staff,Submit application_1
114712,C12702_r0,2025-01-16 04:54:52,Submit application,9,9542,199.01322198267843,Senior Analyst,Submit application_0
114789,C12712_r0,2025-01-16 04:54:52,Submit application,2,100,38.0,Junior Staff,Submit application_1
114801,C12714_r0,2025-01-16 04:54:52,Submit application,2,100,38.0,Junior Staff,Submit application_1
114751,C12707_r0,2025-01-16 04:54:52,Review submission,8,850,100.0,Reviewer,Review submission_0
114720,C12703_r0,2025-01-16 04:54:52,Complete process,0,0,0.0,System,Complete process_0
114727,C12704_r0,2025-01-16 04:54:52,Submit application,9,7781,201.01547085187207,Supervisor,Submit application_0
114654,C12694_r0,2025-01-16 04:54:53,Complete process,0,0,0.0,System,Complete process_0
114809,C12715_r0,2025-01-16 04:54:53,Check document,2,120,30.0,Clerk,Check document_0
114744,C12706_r0,2025-01-16 04:54:53,Revise document,8,932,182.0,Supervisor,Revise document_0
114832,C12718_r0,2025-01-16 04:54:53,Start process,5,10,10.0,System,Start process_0
114766,C12709_r0,2025-01-16 04:54:53,Review submission,8,850,100.0,Reviewer,Review submission_0
114781,C12711_r0,2025-01-16 04:54:53,Review submission,8,850,100.0,Reviewer,Review submission_0
114713,C12702_r0,2025-01-16 04:54:53,Reject submission,2,943,138.12701533587543,Head Manager Assistant,Reject submission_0
114714,C12702_r0,2025-01-16 04:54:54,Complete process,0,0,0.0,System,Complete process_0
114760,C12708_r0,2025-01-16 04:54:54,Review submission,8,850,100.0,Reviewer,Review submission_0
114767,C12709_r0,2025-01-16 04:54:54,Approve application,2,130,20.0,Manager,Approve application_0
114810,C12715_r0,2025-01-16 04:54:54,Submit application,2,100,38.0,Junior Staff,Submit application_1
114773,C12710_r0,2025-01-16 04:54:54,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114728,C12704_r0,2025-01-16 04:54:54,Accept submission,3,944,172.91484594294047,Head Manager Assistant,Accept submission_0
114702,C12701_r0,2025-01-16 04:54:54,Revise document,8,932,182.0,Supervisor,Revise document_0
114841,C12719_r0,2025-01-16 04:54:54,Start process,5,10,10.0,System,Start process_0
114745,C12706_r0,2025-01-16 04:54:55,Submit application,10,9761,244.9324057824087,Supervisor,Submit application_0
114833,C12718_r0,2025-01-16 04:54:55,Check document,2,120,30.0,Clerk,Check document_0
114811,C12715_r0,2025-01-16 04:54:55,Review submission,8,850,100.0,Reviewer,Review submission_0
114827,C12717_r0,2025-01-16 04:54:55,Check document,2,120,30.0,Clerk,Check document_0
114729,C12704_r0,2025-01-16 04:54:55,Complete process,0,0,0.0,System,Complete process_0
114735,C12705_r0,2025-01-16 04:54:55,Revise document,8,932,182.0,Supervisor,Revise document_0
114818,C12716_r0,2025-01-16 04:54:55,Check document,2,120,30.0,Clerk,Check document_0
114850,C12720_r0,2025-01-16 04:54:55,Start process,5,10,10.0,System,Start process_0
114796,C12713_r0,2025-01-16 04:54:55,Review submission,8,850,100.0,Reviewer,Review submission_0
114774,C12710_r0,2025-01-16 04:54:56,Revise document,8,932,182.0,Supervisor,Revise document_0
114790,C12712_r0,2025-01-16 04:54:56,Review submission,8,850,100.0,Reviewer,Review submission_0
114802,C12714_r0,2025-01-16 04:54:56,Review submission,8,850,100.0,Reviewer,Review submission_0
114768,C12709_r0,2025-01-16 04:54:56,Complete process,0,0,0.0,System,Complete process_0
114828,C12717_r0,2025-01-16 04:54:56,Submit application,2,100,38.0,Junior Staff,Submit application_1
114752,C12707_r0,2025-01-16 04:54:56,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114859,C12721_r0,2025-01-16 04:54:56,Start process,5,10,10.0,System,Start process_0
114791,C12712_r0,2025-01-16 04:54:57,Approve application,2,130,20.0,Manager,Approve application_0
114736,C12705_r0,2025-01-16 04:54:57,Submit application,10,2643,196.85382877500763,Supervisor,Submit application_0
114851,C12720_r0,2025-01-16 04:54:57,Check document,2,120,30.0,Clerk,Check document_0
114842,C12719_r0,2025-01-16 04:54:57,Check document,2,120,30.0,Clerk,Check document_0
114860,C12721_r0,2025-01-16 04:54:57,Check document,2,120,30.0,Clerk,Check document_0
114753,C12707_r0,2025-01-16 04:54:57,Revise document,8,932,182.0,Supervisor,Revise document_0
114865,C12722_r0,2025-01-16 04:54:57,Start process,5,10,10.0,System,Start process_0
114782,C12711_r0,2025-01-16 04:54:57,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114746,C12706_r0,2025-01-16 04:54:57,Reject submission,3,970,137.96422713162897,Head Manager Assistant,Reject submission_0
114703,C12701_r0,2025-01-16 04:54:57,Submit application,10,7553,220.9034058222943,Supervisor,Submit application_0
114819,C12716_r0,2025-01-16 04:54:58,Submit application,2,100,38.0,Junior Staff,Submit application_1
114737,C12705_r0,2025-01-16 04:54:58,Reject submission,1,961,157.50693736348308,Head Manager Assistant,Reject submission_0
114704,C12701_r0,2025-01-16 04:54:58,Accept submission,3,915,132.76541068784215,Head Manager Assistant,Accept submission_0
114761,C12708_r0,2025-01-16 04:54:58,Approve application,2,130,20.0,Manager,Approve application_0
114874,C12723_r0,2025-01-16 04:54:58,Start process,5,10,10.0,System,Start process_0
114775,C12710_r0,2025-01-16 04:54:59,Submit application,12,2059,213.5335973834429,Senior Analyst,Submit application_0
114883,C12724_r0,2025-01-16 04:54:59,Start process,5,10,10.0,System,Start process_0
114866,C12722_r0,2025-01-16 04:54:59,Check document,2,120,30.0,Clerk,Check document_0
114797,C12713_r0,2025-01-16 04:54:59,Approve application,2,130,20.0,Manager,Approve application_0
114861,C12721_r0,2025-01-16 04:54:59,Submit application,2,100,38.0,Junior Staff,Submit application_1
114834,C12718_r0,2025-01-16 04:54:59,Submit application,2,100,38.0,Junior Staff,Submit application_1
114812,C12715_r0,2025-01-16 04:54:59,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114803,C12714_r0,2025-01-16 04:54:59,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114747,C12706_r0,2025-01-16 04:55:00,Complete process,0,0,0.0,System,Complete process_0
114754,C12707_r0,2025-01-16 04:55:00,Submit application,10,8208,199.81517560628265,Supervisor,Submit application_0
114762,C12708_r0,2025-01-16 04:55:00,Complete process,0,0,0.0,System,Complete process_0
114892,C12725_r0,2025-01-16 04:55:00,Start process,5,10,10.0,System,Start process_0
114829,C12717_r0,2025-01-16 04:55:00,Review submission,8,850,100.0,Reviewer,Review submission_0
114783,C12711_r0,2025-01-16 04:55:01,Revise document,8,932,182.0,Supervisor,Revise document_0
114898,C12726_r0,2025-01-16 04:55:01,Start process,5,10,10.0,System,Start process_0
114852,C12720_r0,2025-01-16 04:55:01,Submit application,2,100,38.0,Junior Staff,Submit application_1
114792,C12712_r0,2025-01-16 04:55:01,Complete process,0,0,0.0,System,Complete process_0
114798,C12713_r0,2025-01-16 04:55:01,Complete process,0,0,0.0,System,Complete process_0
114738,C12705_r0,2025-01-16 04:55:01,Complete process,0,0,0.0,System,Complete process_0
114843,C12719_r0,2025-01-16 04:55:01,Submit application,2,100,38.0,Junior Staff,Submit application_1
114830,C12717_r0,2025-01-16 04:55:01,Approve application,2,130,20.0,Manager,Approve application_0
114784,C12711_r0,2025-01-16 04:55:02,Submit application,12,1694,182.0459144098792,Supervisor,Submit application_0
114820,C12716_r0,2025-01-16 04:55:02,Review submission,8,850,100.0,Reviewer,Review submission_0
114884,C12724_r0,2025-01-16 04:55:02,Check document,2,120,30.0,Clerk,Check document_0
114705,C12701_r0,2025-01-16 04:55:02,Complete process,0,0,0.0,System,Complete process_0
114813,C12715_r0,2025-01-16 04:55:02,Revise document,8,932,182.0,Supervisor,Revise document_0
114907,C12727_r0,2025-01-16 04:55:02,Start process,5,10,10.0,System,Start process_0
114862,C12721_r0,2025-01-16 04:55:02,Review submission,8,850,100.0,Reviewer,Review submission_0
114776,C12710_r0,2025-01-16 04:55:02,Accept submission,1,975,177.0763026171187,Head Manager Assistant,Accept submission_0
114875,C12723_r0,2025-01-16 04:55:02,Check document,2,120,30.0,Clerk,Check document_0
114835,C12718_r0,2025-01-16 04:55:03,Review submission,8,850,100.0,Reviewer,Review submission_0
114804,C12714_r0,2025-01-16 04:55:03,Revise document,8,932,182.0,Supervisor,Revise document_0
114867,C12722_r0,2025-01-16 04:55:03,Submit application,2,100,38.0,Junior Staff,Submit application_1
114755,C12707_r0,2025-01-16 04:55:03,Reject submission,3,977,175.03434618657906,Head Manager Assistant,Reject submission_0
114916,C12728_r0,2025-01-16 04:55:03,Start process,5,10,10.0,System,Start process_0
114756,C12707_r0,2025-01-16 04:55:04,Complete process,0,0,0.0,System,Complete process_0
114814,C12715_r0,2025-01-16 04:55:04,Submit application,8,8091,196.6907978018171,Supervisor,Submit application_0
114908,C12727_r0,2025-01-16 04:55:04,Check document,2,120,30.0,Clerk,Check document_0
114821,C12716_r0,2025-01-16 04:55:04,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114893,C12725_r0,2025-01-16 04:55:04,Check document,2,120,30.0,Clerk,Check document_0
114831,C12717_r0,2025-01-16 04:55:04,Complete process,0,0,0.0,System,Complete process_0
114868,C12722_r0,2025-01-16 04:55:04,Review submission,8,850,100.0,Reviewer,Review submission_0
114922,C12729_r0,2025-01-16 04:55:04,Start process,5,10,10.0,System,Start process_0
114785,C12711_r0,2025-01-16 04:55:04,Accept submission,3,911,148.4317503867546,Head Manager Assistant,Accept submission_0
114917,C12728_r0,2025-01-16 04:55:04,Check document,2,120,30.0,Clerk,Check document_0
114853,C12720_r0,2025-01-16 04:55:04,Review submission,8,850,100.0,Reviewer,Review submission_0
114844,C12719_r0,2025-01-16 04:55:05,Review submission,8,850,100.0,Reviewer,Review submission_0
114836,C12718_r0,2025-01-16 04:55:05,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114928,C12730_r0,2025-01-16 04:55:05,Start process,5,10,10.0,System,Start process_0
114918,C12728_r0,2025-01-16 04:55:05,Submit application,2,100,38.0,Junior Staff,Submit application_1
114822,C12716_r0,2025-01-16 04:55:05,Revise document,8,932,182.0,Supervisor,Revise document_0
114923,C12729_r0,2025-01-16 04:55:05,Check document,2,120,30.0,Clerk,Check document_0
114815,C12715_r0,2025-01-16 04:55:05,Accept submission,4,981,101.44542722809318,Head Manager Assistant,Accept submission_0
114899,C12726_r0,2025-01-16 04:55:05,Check document,2,120,30.0,Clerk,Check document_0
114805,C12714_r0,2025-01-16 04:55:05,Submit application,11,7081,208.229707977644,Supervisor,Submit application_0
114900,C12726_r0,2025-01-16 04:55:06,Submit application,2,100,38.0,Junior Staff,Submit application_1
114894,C12725_r0,2025-01-16 04:55:06,Submit application,2,100,38.0,Junior Staff,Submit application_1
114777,C12710_r0,2025-01-16 04:55:06,Complete process,0,0,0.0,System,Complete process_0
114909,C12727_r0,2025-01-16 04:55:06,Submit application,2,100,38.0,Junior Staff,Submit application_1
114845,C12719_r0,2025-01-16 04:55:06,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114885,C12724_r0,2025-01-16 04:55:06,Submit application,2,100,38.0,Junior Staff,Submit application_1
114934,C12731_r0,2025-01-16 04:55:06,Start process,5,10,10.0,System,Start process_0
114816,C12715_r0,2025-01-16 04:55:06,Complete process,0,0,0.0,System,Complete process_0
114837,C12718_r0,2025-01-16 04:55:06,Revise document,8,932,182.0,Supervisor,Revise document_0
114876,C12723_r0,2025-01-16 04:55:06,Submit application,2,100,38.0,Junior Staff,Submit application_1
114863,C12721_r0,2025-01-16 04:55:06,Approve application,2,130,20.0,Manager,Approve application_0
114806,C12714_r0,2025-01-16 04:55:07,Reject submission,3,907,169.7429858033236,Head Manager Assistant,Reject submission_0
114869,C12722_r0,2025-01-16 04:55:07,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114877,C12723_r0,2025-01-16 04:55:07,Review submission,8,850,100.0,Reviewer,Review submission_0
114940,C12732_r0,2025-01-16 04:55:07,Start process,5,10,10.0,System,Start process_0
114895,C12725_r0,2025-01-16 04:55:08,Review submission,8,850,100.0,Reviewer,Review submission_0
114924,C12729_r0,2025-01-16 04:55:08,Submit application,2,100,38.0,Junior Staff,Submit application_1
114786,C12711_r0,2025-01-16 04:55:08,Complete process,0,0,0.0,System,Complete process_0
114949,C12733_r0,2025-01-16 04:55:08,Start process,5,10,10.0,System,Start process_0
114854,C12720_r0,2025-01-16 04:55:08,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114864,C12721_r0,2025-01-16 04:55:08,Complete process,0,0,0.0,System,Complete process_0
114886,C12724_r0,2025-01-16 04:55:08,Review submission,8,850,100.0,Reviewer,Review submission_0
114919,C12728_r0,2025-01-16 04:55:08,Review submission,8,850,100.0,Reviewer,Review submission_0
114935,C12731_r0,2025-01-16 04:55:08,Check document,2,120,30.0,Clerk,Check document_0
114838,C12718_r0,2025-01-16 04:55:08,Submit application,12,4788,219.0774247187059,Supervisor,Submit application_0
114870,C12722_r0,2025-01-16 04:55:08,Revise document,8,932,182.0,Supervisor,Revise document_0
114823,C12716_r0,2025-01-16 04:55:08,Submit application,10,3436,242.16451101483904,Senior Analyst,Submit application_0
114929,C12730_r0,2025-01-16 04:55:09,Check document,2,120,30.0,Clerk,Check document_0
114896,C12725_r0,2025-01-16 04:55:09,Approve application,2,130,20.0,Manager,Approve application_0
114925,C12729_r0,2025-01-16 04:55:09,Review submission,8,850,100.0,Reviewer,Review submission_0
114871,C12722_r0,2025-01-16 04:55:09,Submit application,11,8263,203.1175746548969,Supervisor,Submit application_0
114958,C12734_r0,2025-01-16 04:55:09,Start process,5,10,10.0,System,Start process_0
114897,C12725_r0,2025-01-16 04:55:10,Complete process,0,0,0.0,System,Complete process_0
114964,C12735_r0,2025-01-16 04:55:10,Start process,5,10,10.0,System,Start process_0
114920,C12728_r0,2025-01-16 04:55:10,Approve application,2,130,20.0,Manager,Approve application_0
114959,C12734_r0,2025-01-16 04:55:10,Check document,2,120,30.0,Clerk,Check document_0
114910,C12727_r0,2025-01-16 04:55:10,Review submission,8,850,100.0,Reviewer,Review submission_0
114887,C12724_r0,2025-01-16 04:55:10,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114901,C12726_r0,2025-01-16 04:55:10,Review submission,8,850,100.0,Reviewer,Review submission_0
114941,C12732_r0,2025-01-16 04:55:10,Check document,2,120,30.0,Clerk,Check document_0
114846,C12719_r0,2025-01-16 04:55:10,Revise document,8,932,182.0,Supervisor,Revise document_0
